Seed,Clubs,Hearts,Spades,Diamonds,Ace,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Jack,Queen,King,SuitEuclid,SuitEucIgnZero,SuitMedian,SuitMedIgnZero,SuitRange,SuitRngIgnZero,SuitStdDev,SuitSDIgnZero,SuitsPres
3979,6,7,1,2,1,0,0,2,2,1,3,1,2,1,0,3,0,5.0990195135927845,5.0990195135927845,4.0,4.0,6,6,2.5495097567963922,2.5495097567963922,4
3980,4,4,6,2,1,1,0,2,1,1,0,2,2,3,0,0,3,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
3981,5,4,2,5,2,1,2,1,1,0,1,0,2,4,0,1,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
3982,4,3,4,5,1,0,1,2,1,1,2,1,0,3,2,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
3983,2,5,4,5,3,1,2,2,2,1,0,0,0,2,0,1,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
3984,4,4,4,4,1,2,0,3,1,1,1,0,2,1,0,2,2,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
3985,3,4,4,5,2,2,1,1,1,2,1,0,0,1,1,2,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
3986,1,2,6,7,2,1,3,0,0,0,1,0,2,2,2,1,2,5.0990195135927845,5.0990195135927845,4.0,4.0,6,6,2.5495097567963922,2.5495097567963922,4
3987,7,2,4,3,1,3,2,1,1,0,0,2,1,1,0,1,3,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
3988,4,5,4,3,2,2,1,0,1,2,2,1,1,1,2,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
3989,5,5,1,5,0,1,3,1,1,1,2,1,0,1,2,2,1,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
3990,5,2,6,3,1,1,2,1,1,2,0,2,1,2,1,0,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
3991,3,4,5,4,1,0,4,1,1,2,2,1,1,0,0,2,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
3992,5,4,2,5,0,0,0,1,0,1,1,3,1,1,2,2,4,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
3993,4,5,5,2,1,1,0,1,2,0,2,1,2,1,1,2,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
3994,5,3,2,6,1,1,0,3,1,0,2,2,1,1,1,2,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
3995,6,3,3,4,2,1,1,1,0,0,0,2,2,3,1,2,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
3996,4,3,3,6,1,2,0,1,3,0,1,0,2,2,1,2,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
3997,4,3,5,4,4,0,1,1,2,1,1,1,0,2,1,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
3998,5,4,4,3,0,2,0,2,0,3,0,1,0,2,3,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
3999,4,4,4,4,1,1,1,1,1,2,2,0,2,0,1,2,2,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
4000,7,3,4,2,3,2,0,1,1,2,1,2,1,2,0,0,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
4001,5,2,6,3,1,2,1,2,0,2,1,3,0,0,2,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
4002,2,5,5,4,1,2,0,1,2,1,4,1,0,0,3,0,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4003,5,5,3,3,2,1,0,0,1,2,4,1,0,1,2,1,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4004,5,3,3,5,2,1,2,2,1,1,1,2,0,1,2,0,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4005,4,1,4,7,1,0,1,1,1,1,1,2,2,1,2,1,2,4.242640687119285,4.242640687119285,4.0,4.0,6,6,2.1213203435596424,2.1213203435596424,4
4006,6,4,3,3,1,3,1,2,2,0,1,1,1,0,2,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4007,6,3,5,2,2,1,1,0,2,1,0,2,3,0,2,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
4008,4,3,4,5,0,1,2,1,2,3,0,1,1,3,2,0,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4009,3,3,7,3,2,0,2,1,1,0,1,1,3,2,1,1,1,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
4010,3,4,5,4,1,0,1,1,2,0,0,2,2,1,2,1,3,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4011,4,4,5,3,0,1,2,2,0,2,2,1,1,2,1,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4012,5,3,5,3,1,0,4,1,0,2,1,1,2,3,0,1,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4013,4,5,5,2,1,1,2,0,0,1,2,1,0,2,3,1,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4014,4,5,3,4,0,0,1,2,2,2,0,0,0,2,2,3,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4015,4,5,3,4,0,2,1,1,2,0,1,1,2,1,3,2,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4016,5,5,1,5,2,3,0,1,0,1,1,2,1,1,1,2,1,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
4017,4,4,3,5,2,0,0,1,0,1,1,2,0,3,1,3,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4018,4,4,3,5,2,3,0,2,0,0,3,0,1,0,3,2,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4019,4,3,5,4,3,3,0,0,1,1,1,1,0,2,1,2,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4020,6,4,3,3,2,1,2,1,0,1,0,2,1,2,1,2,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4021,4,3,5,4,1,1,2,2,1,1,0,2,2,1,0,2,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4022,6,3,5,2,1,1,2,1,1,2,2,1,0,2,2,0,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
4023,5,4,2,5,3,1,1,1,0,2,1,2,0,1,1,1,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4024,1,6,4,5,2,1,1,2,0,2,0,2,1,2,1,1,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
4025,4,3,4,5,2,2,1,2,1,1,1,1,0,2,1,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4026,3,3,4,6,0,1,1,2,2,1,0,1,4,1,0,2,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4027,3,4,4,5,0,0,0,2,3,0,1,3,2,2,0,2,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4028,3,4,4,5,1,3,1,2,0,1,1,1,0,1,3,2,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4029,3,4,8,1,1,2,1,0,3,1,1,1,2,1,2,0,1,5.0990195135927845,5.0990195135927845,3.5,3.5,7,7,2.5495097567963922,2.5495097567963922,4
4030,3,3,5,5,3,1,0,1,1,1,1,1,4,0,2,1,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4031,5,6,1,4,3,1,1,1,0,3,1,1,0,0,1,3,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
4032,3,3,3,7,1,0,1,1,1,1,1,1,2,2,1,2,2,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
4033,5,5,3,3,2,0,2,1,3,2,2,2,0,1,0,0,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4034,5,4,5,2,2,1,1,0,0,1,2,0,1,2,3,2,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4035,3,4,4,5,1,1,1,0,1,2,2,1,2,1,2,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4036,3,6,3,4,0,1,1,1,3,0,1,2,1,2,1,1,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4037,4,4,3,5,2,1,0,1,2,0,2,3,0,0,2,2,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4038,4,6,0,6,1,2,1,2,2,0,1,1,2,1,2,1,0,4.898979485566356,1.632993161855452,5.0,6.0,6,2,2.449489742783178,0.9428090415820634,3
4039,4,3,3,6,0,0,2,2,2,2,2,1,0,2,2,1,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4040,4,4,5,3,2,0,3,2,1,1,1,0,2,1,1,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4041,3,4,5,4,2,0,1,3,2,0,2,1,3,0,0,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4042,4,6,2,4,1,1,0,1,1,0,0,2,2,1,2,2,3,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
4043,3,5,4,4,2,1,3,0,2,2,0,1,2,0,0,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4044,3,5,5,3,1,1,2,1,1,3,1,2,1,2,0,0,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4045,3,4,3,6,2,1,1,1,1,1,2,1,0,3,0,1,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4046,3,5,4,4,1,2,1,1,2,1,0,2,0,1,3,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4047,5,6,1,4,1,2,0,1,0,1,3,2,2,0,1,1,2,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
4048,3,2,7,4,1,1,1,0,0,1,1,2,2,2,1,2,2,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
4049,3,6,3,4,1,1,2,0,1,1,2,1,2,1,2,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4050,5,4,2,5,2,1,1,2,0,1,1,0,1,2,3,0,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4051,4,4,5,3,2,2,2,1,1,0,1,2,1,2,1,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4052,1,5,4,6,0,2,3,2,1,2,0,1,2,1,0,0,2,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
4053,3,3,3,7,2,2,1,1,0,1,1,0,3,0,2,1,2,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
4054,3,4,3,6,0,1,1,1,1,2,3,0,1,1,1,3,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4055,6,4,3,3,1,2,1,1,1,2,2,0,0,2,1,2,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4056,5,5,3,3,1,0,1,1,3,3,0,0,2,1,2,1,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4057,5,3,7,1,1,0,1,1,0,1,2,1,2,1,3,1,2,4.47213595499958,4.47213595499958,4.0,4.0,6,6,2.23606797749979,2.23606797749979,4
4058,2,5,4,5,1,1,1,2,1,1,1,2,0,1,2,1,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4059,3,4,5,4,1,0,0,1,3,1,2,1,1,2,1,0,3,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4060,2,5,5,4,2,0,0,3,1,1,3,1,1,1,1,2,0,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4061,3,4,5,4,1,0,2,2,2,2,1,0,1,1,3,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4062,4,5,3,4,1,0,0,2,2,3,2,0,2,3,1,0,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4063,3,5,4,4,2,0,1,0,2,1,1,1,1,0,2,3,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4064,5,3,1,7,1,0,2,2,0,2,3,1,0,0,3,0,2,4.47213595499958,4.47213595499958,4.0,4.0,6,6,2.23606797749979,2.23606797749979,4
4065,4,3,1,8,2,2,0,0,2,2,2,0,1,1,0,3,1,5.0990195135927845,5.0990195135927845,3.5,3.5,7,7,2.5495097567963922,2.5495097567963922,4
4066,5,5,3,3,1,2,3,0,1,2,2,2,1,1,0,0,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4067,4,1,6,5,1,1,2,1,1,1,1,2,2,1,1,0,2,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
4068,4,4,3,5,0,1,2,3,1,0,2,0,2,2,1,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4069,4,3,4,5,0,0,2,3,2,1,1,2,2,0,0,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4070,3,7,4,2,0,1,3,1,1,2,2,1,1,2,1,0,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
4071,4,4,4,4,0,1,3,1,0,3,2,1,1,0,0,2,2,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
4072,2,5,5,4,0,2,0,1,0,1,2,1,3,2,0,2,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4073,4,6,3,3,1,1,0,2,1,3,2,2,2,0,1,0,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4074,2,4,4,6,2,1,0,2,1,1,2,1,1,2,1,2,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
4075,3,4,4,5,2,1,3,1,1,1,0,0,2,2,2,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4076,4,3,4,5,2,1,1,1,1,2,0,1,1,2,1,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4077,5,4,4,3,3,1,0,1,0,3,1,1,0,2,1,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4078,4,4,6,2,2,2,1,1,0,2,1,0,0,4,1,2,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
4079,5,4,5,2,1,1,1,1,3,2,0,0,1,0,3,2,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4080,2,7,4,3,0,2,1,1,0,0,2,0,1,1,3,3,2,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
4081,4,7,1,4,2,1,2,1,1,1,1,1,0,2,1,1,2,4.242640687119285,4.242640687119285,4.0,4.0,6,6,2.1213203435596424,2.1213203435596424,4
4082,6,5,1,4,2,1,2,0,3,1,0,1,1,3,0,1,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
4083,5,3,5,3,2,1,0,2,2,0,2,1,3,1,1,0,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4084,6,2,4,4,1,1,2,2,2,1,1,1,1,2,1,1,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
4085,4,5,4,3,2,2,0,1,2,0,1,2,2,1,1,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4086,3,5,1,7,1,1,0,2,3,0,0,1,3,1,3,1,0,4.47213595499958,4.47213595499958,4.0,4.0,6,6,2.23606797749979,2.23606797749979,4
4087,4,2,5,5,2,2,1,1,1,1,1,2,2,1,1,1,0,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4088,4,3,5,4,1,2,2,1,3,0,1,1,2,0,0,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4089,3,3,6,4,1,1,2,2,3,0,1,3,1,1,1,0,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4090,4,6,3,3,2,1,4,0,1,1,2,2,0,1,2,0,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4091,4,5,5,2,2,0,3,1,1,1,1,1,1,1,1,1,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
4092,0,6,3,7,0,1,1,2,1,2,0,2,2,2,1,2,0,5.477225575051661,2.943920288775949,4.5,6.0,7,4,2.7386127875258306,1.699673171197595,3
4093,4,1,6,5,1,2,1,1,2,1,1,0,0,1,2,2,2,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
4094,3,5,6,2,1,1,2,0,2,0,2,2,1,1,2,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
4095,4,6,2,4,1,2,1,2,3,0,2,1,0,1,0,3,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
4096,7,4,1,4,2,1,1,3,3,0,1,1,0,1,2,0,1,4.242640687119285,4.242640687119285,4.0,4.0,6,6,2.1213203435596424,2.1213203435596424,4
4097,5,5,3,3,2,1,0,1,1,3,2,2,0,1,2,0,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4098,6,1,6,3,1,2,0,3,2,1,1,1,1,1,1,1,1,4.242640687119285,4.242640687119285,4.5,4.5,5,5,2.1213203435596424,2.1213203435596424,4
4099,3,2,8,3,3,1,2,1,1,1,1,0,0,0,1,3,2,4.69041575982343,4.69041575982343,3.0,3.0,6,6,2.345207879911715,2.345207879911715,4
4100,2,6,3,5,2,1,1,2,0,2,1,1,1,0,1,1,3,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
4101,4,4,4,4,2,1,2,3,1,0,2,1,2,1,0,0,1,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
4102,4,4,4,4,1,1,0,0,2,2,2,1,1,2,0,2,2,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
4103,3,3,3,7,2,1,0,2,2,1,1,2,0,2,1,1,1,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
4104,5,5,3,3,2,1,0,2,2,1,2,2,1,1,0,2,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
4105,5,3,4,4,4,2,0,0,0,0,2,2,0,3,1,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4106,7,3,3,3,2,2,0,2,1,0,1,3,1,1,1,1,1,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
4107,4,7,3,2,0,1,1,2,1,1,2,0,2,2,3,0,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
4108,4,4,3,5,0,2,0,3,2,1,1,1,2,2,0,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4109,6,2,4,4,1,2,1,2,2,0,1,1,1,1,1,1,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
4110,2,4,4,6,0,1,0,2,1,0,0,1,1,3,3,2,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
4111,3,3,4,6,2,2,2,1,0,1,1,1,1,1,1,3,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4112,3,3,4,6,1,2,1,2,0,1,2,0,3,2,0,0,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4113,3,5,6,2,3,0,2,1,1,0,0,2,2,0,3,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
4114,3,4,5,4,0,2,3,1,2,0,1,1,1,2,2,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4115,4,3,5,4,1,0,2,1,1,0,2,2,2,1,2,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4116,5,3,4,4,1,1,1,0,1,0,3,2,2,2,2,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4117,4,4,5,3,2,1,2,1,1,2,4,0,0,0,2,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4118,6,3,5,2,2,3,0,1,2,1,1,0,0,3,1,2,0,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
4119,3,4,4,5,2,2,0,1,1,1,3,1,2,0,1,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4120,6,3,2,5,1,3,2,2,0,0,2,0,0,1,2,2,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
4121,8,6,0,2,1,0,2,1,1,2,2,1,0,1,2,1,2,6.324555320336759,4.320493798938573,4.0,6.0,8,6,3.1622776601683795,2.494438257849294,3
4122,5,4,4,3,1,1,1,2,0,2,1,2,2,1,2,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4123,5,4,4,3,3,2,2,1,1,2,1,0,1,1,0,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4124,4,5,3,4,3,2,0,1,2,1,1,0,0,3,0,3,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4125,7,3,2,4,0,2,0,3,0,1,1,1,0,2,2,2,2,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
4126,4,4,3,5,0,2,1,2,1,0,1,1,0,1,3,2,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4127,1,5,5,5,0,0,1,0,3,2,3,1,1,0,1,2,2,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
4128,1,5,5,5,1,2,2,1,1,1,1,1,1,1,1,1,2,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
4129,4,5,3,4,1,1,2,0,2,0,1,2,1,2,1,3,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4130,3,3,6,4,1,3,0,1,1,1,0,1,2,2,3,1,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4131,4,5,3,4,1,2,4,1,0,2,1,2,1,0,1,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4132,6,1,4,5,0,2,3,2,1,2,0,0,2,2,1,0,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
4133,4,1,5,6,2,2,1,2,0,3,1,0,0,2,0,1,2,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
4134,4,5,3,4,3,1,1,1,2,0,3,1,2,0,2,0,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4135,3,4,5,4,1,0,2,2,0,3,1,0,0,2,2,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4136,4,3,6,3,0,1,1,1,1,3,1,3,0,1,1,2,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4137,1,4,7,4,1,1,2,0,1,1,1,3,1,1,1,2,1,4.242640687119285,4.242640687119285,4.0,4.0,6,6,2.1213203435596424,2.1213203435596424,4
4138,3,3,6,4,1,2,1,1,2,2,0,2,0,4,0,0,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
4139,4,6,1,5,0,3,0,1,1,1,2,0,2,2,1,1,2,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
4140,3,4,2,7,0,1,0,0,0,1,2,2,4,1,2,1,2,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
4141,5,4,4,3,0,2,2,1,1,0,3,1,2,1,1,2,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
4142,4,5,3,4,1,0,1,2,0,1,2,0,2,3,1,3,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
